위도,경도,기관명
128.5374866,35.8177605,곱분이곱창상인점
128.5521103,35.85451982,곱창고 광장코아점
128.5214606,35.85574999,곱창다방 성서점
128.5295413,35.84249052,곱창이야기
128.5359872,35.8105704,곱창이야기 대곡점
128.5291964,35.82625606,곱창이야기 대구월성점
128.5556394,35.83627992,곱창이야기 송현점
128.549112,35.85345912,공간
128.5454993,35.84582783,공감도시락
128.5456552,35.84644762,공감도시락2호점
128.5132226,35.82534083,공단송림복어
128.556881,35.84035507,공원기사반점
128.5643893,35.84622316,공원보리밥
128.5580497,35.8565336,공원보리밥
128.5273193,35.82357646,공원생막창&뒷고기
128.5490099,35.82259592,공원식당
128.552657,35.83770627,공주
128.534804,35.81232476,공주닭발
128.5741833,35.85903571,공주찜닭본점
128.5331832,35.81606723,공주포차
128.5539992,35.83389506,공화루
128.5530037,35.83278149,관문식당
128.5508639,35.83143937,관우막창
128.5172856,35.85739784,광개토대왕족발
128.5466031,35.84681391,광동성반점
128.5210285,35.81457255,광어공방 대구직영점
128.5520327,35.85507954,광장갈비
128.5377268,35.8514246,광장갈비죽전점
128.5537779,35.85602121,광장대패 철판구이
128.5038396,35.85760297,광장민속
128.5535355,35.85437524,광장주택
128.5534004,35.85539528,광장코아 덜미
128.5563785,35.85711398,광장푸드
128.5541735,35.83658726,광찜닭
128.5513596,35.85461963,광코북성로
128.4949588,35.85510046,광코북성로계대점
128.5326952,35.84994793,광화문살롱 대구
128.5460344,35.81351453,교노미야고
128.5279802,35.85169315,교동닭칼국수 용산직영점
128.527406,35.84945658,교동도나스 성서홈플러스점
128.5180923,35.81318584,교동면옥 대구유천점
128.5216273,35.86041586,교동면옥 성서점
128.4956596,35.85115367,교동면옥(성서계명대점)
128.5406389,35.80969081,교동면옥상인점
128.552353,35.83233031,교동면옥송현점
128.552454,35.83864609,교동할매국밥
128.5365668,35.81653768,교우
128.5308673,35.85619821,교촌치킨
128.529257,35.84209763,교촌치킨
128.5400011,35.84368159,교촌치킨 감삼.성당점
128.5352133,35.8060024,교촌치킨 대곡점
128.5548627,35.85205112,교촌치킨 두류점
128.5280147,35.82175629,교촌치킨 신월성점
128.5216023,35.85853276,교촌치킨 용산새방점
128.524785,35.81314617,교촌치킨 진천점
128.5456496,35.81250117,교촌치킨(상인점)
128.5529238,35.83208863,교촌치킨(송현1호점)
128.5377099,35.83277993,교촌치킨(월성점)
128.529148,35.80353844,교촌치킨대곡2지구점
128.4996417,35.85806097,교촌치킨성서점
128.4855548,35.84944069,교촌치킨호산.파호점
128.4901721,35.83887597,구가네한우곰탕
128.5483357,35.85224356,구공카페
128.5533024,35.85547765,구구포차 광장코아점
128.5526062,35.854973,구들 마라탕 두류점
128.5032515,35.85460047,구들고래
128.5380077,35.81839365,구들마라탕
128.4942439,35.85534366,구들마라탕 성서계대점
128.5216135,35.85448644,구땡
128.4953243,35.85628544,구룡포
128.531158,35.85750118,구룡포회
128.5250283,35.85419081,구룡포회도매
128.5312155,35.85415717,구르메분식
128.5334447,35.81527988,구름계란덮밥 대구 상인점
128.5413865,35.85063876,구병원 장례식장 식당
128.5255431,35.81633567,구십이(92)번가
128.5212118,35.85373456,구이본가
128.5254802,35.82287889,구이파파(구이파는아빠)
128.5337746,35.84162551,국가대패
128.5551566,35.83819661,국가대표
128.5442655,35.83985102,국가대표 숯불
128.5255431,35.81633567,국가대표 칠오 고기형제
128.527266,35.86004692,국가대표급축산물센터
128.5272537,35.86056073,국가대표급축산물센터
128.5335277,35.81729742,국가대표민물장어무한리필(상인점)
128.5363908,35.84872922,국대 닭강정
128.5408972,35.84766222,국민 매운 찜갈비(죽전점)
128.5306828,35.81203487,국민낙곱새 달서구점
128.5278492,35.81485551,국민마늘치킨 진천점
128.5352037,35.81469871,국민매운찜갈비 상인점
128.4994455,35.85881138,국민매운찜갈비 성서점
128.5066906,35.85499895,국민연금대구지부구내식당
128.5512071,35.85361231,국민포차
128.5364662,35.84747566,국밥관
128.5330121,35.81695255,국밥관
128.5132712,35.81274199,국밥대령
128.4901354,35.84105723,국밥대령 성서모다점
128.5314664,35.81193477,국밥부장관
128.5296133,35.85834091,국밥생각
128.5289044,35.79544911,국밥슐랭
128.5492246,35.83079366,국밥집
128.5337792,35.8585311,국빈식당
128.4851093,35.85166305,국빈원반점
128.5516737,35.83324925,국빈정
128.5381847,35.84074908,국수2번지
128.5392546,35.83712174,국수구단
128.5094333,35.85427964,국수나무 성서점
128.5212441,35.81891342,국수나무 월배점
128.5395678,35.8183917,국수나무(상인점)
128.4900724,35.83946296,국수대전
128.5164349,35.81853263,국수데이
128.5225301,35.81440935,국수둥지
128.4851033,35.85015818,국수마을
128.5709572,35.86047473,국수맛집
128.5469079,35.81063761,국수먹는날
128.5245345,35.85325988,국수명가
128.5460652,35.84704612,국수세상
128.5193826,35.80425705,국수평천하
128.503937,35.85279858,국수하우스
128.4970158,35.85617426,국시까페
128.4959808,35.85646651,국시랑.손수제비
128.5438088,35.8071359,국시마을
128.5479751,35.81147096,국시애
128.5218695,35.85571778,국이랑찬이랑
128.5295079,35.84305867,국일생갈비
128.5340294,35.81576806,국제통닭 상인점
128.5027939,35.85967971,국짱
128.4955331,35.85856277,국짱
128.5289585,35.84326392,군산빨간곱창
128.5567426,35.84063622,군위기사식당
128.5535968,35.85581628,군자대한곱창 대구광장코아점
128.5286054,35.84043878,굴다리집 장기본점
128.5286054,35.84043878,굴다리집 장기본점
128.5244306,35.85303591,굴로장생
128.4882901,35.84181005,굴이랑굴국밥
128.5293206,35.80331096,굽네치킨 대구대곡점
128.5192883,35.80860184,굽네치킨 대구진천점
128.5448341,35.81266485,굽네치킨 상인1호점
128.5314038,35.85416378,굽네치킨 용산점
128.557996,35.8566154,굽네치킨(두류점)
128.4950942,35.85641447,굽네치킨(성서계명대점)
128.5362249,35.8349617,굽네치킨.분식이이래도되는가(본동월성2동점)
128.508214,35.85711557,굽네치킨대구이곡점
128.5493842,35.83956885,굽네치킨성당본리점
128.4942531,35.85642493,굿쎈치킨 계명대점
128.529242,35.85803023,굿족
128.5252099,35.81164486,궁뎅이
128.5361298,35.81395694,권가네영양고추찜닭
128.497552,35.85584316,권느관
128.5256136,35.85527378,권마마 집밥
128.5526629,35.83801258,권현숙해물찜
128.5367567,35.8556454,귀로식당
128.4847055,35.85197443,귀빈(gwibin)
128.5290848,35.84292888,귀빈도시락
128.5423097,35.85315915,귀빈메기매운탕
128.5272493,35.81818842,귀빈한식식당
128.5247858,35.82359962,귀신짬뽕
128.5337824,35.83628156,귀인
128.5651067,35.85907322,귀한족발 내당점
128.5213473,35.85793222,귀한족발 대구용산점
128.5281951,35.82597141,규카츠 정
128.5387041,35.81377081,귤
128.5314294,35.8560739,그 여행
128.5214107,35.8548765,그곳에가면
128.5061023,35.85433046,그남자한우 성서 본점
128.5478025,35.81113074,그냥 갈랑교
128.5370849,35.81586419,그냥포차
128.5384551,35.81749578,그놈포차 대구상인점
128.5528662,35.85524899,그놈포차(광장코아점)
128.5351424,35.81725878,그늘집식당
128.5077603,35.85712127,그때그날
128.534228,35.81631523,그때그집
128.5120555,35.85479637,그램그램·큰맘할매순대국 성서이곡점
128.5427281,35.83761789,그룬
128.5319007,35.80171909,그린벙커
128.5484431,35.8367063,그린코아분식
128.530811,35.81468265,그린혼(n;Greenhorn)
128.4869702,35.84995486,그릴에 고기
128.5524654,35.83639306,그맛제일
128.5046415,35.85376301,그집
128.5297912,35.81515523,그집 갈비탕
128.5295271,35.84290523,그집 참숯화로구이
128.5648134,35.85485065,글로버거(GLOBURGER)
128.5535139,35.84305705,금강민물장어
128.548172,35.8227509,금강산식당
128.5486151,35.85351959,금강산왕갈비
128.4897495,35.83935883,금강산찜한정식
128.4995984,35.85634931,금강회수산
128.5503509,35.83806046,금강회타운
128.535264,35.81266132,금계찜닭
128.5038634,35.85945004,금돈
128.5273193,35.82357646,금돼지집
128.5483236,35.80890718,금룡각
128.5358044,35.83496707,금룡반점
128.5271071,35.86041841,금바우
128.5101784,35.84979152,금방진세마리치킨
128.5376592,35.817533,금별맥주 대구 상인점
128.5484532,35.82754143,금보면옥
128.5561784,35.84121125,금봉참옻닭
128.5374166,35.81757215,금성맥주
128.5523666,35.82904993,금송찜
128.5728359,35.85134855,금수강산
128.5395229,35.84986063,금순이네
128.5486009,35.80723646,금오산왕족발
128.566168,35.85675244,금옥이네 여물통
128.5171413,35.86028336,금자옛날떡볶이 대구용산점
128.5535198,35.83484747,금제당촌돼지찌개&짜글이
128.5425086,35.84856972,금탑외식
128.5221742,35.85602031,금화루
128.5527682,35.85533136,기노미
128.5309555,35.84869948,기대만족
128.5322909,35.822603,기리
128.5495087,35.85336389,기린반점
128.5166714,35.81816918,기린왕곱창
128.5367827,35.84609284,기백분식토스트
128.5326363,35.84228886,기빈
128.4948398,35.85229934,기영이 숯불두마리치킨 대구계명대점
128.5358993,35.80543492,기영이 숯불두마리치킨 대구도원점
128.5370309,35.8566602,기영이 숯불두마리치킨 대구죽전점
128.5472885,35.85076114,기운차림
128.535454,35.80758537,기장곰장어
128.5398277,35.8181,기장물회
128.4901469,35.83575826,기찬낙지
128.530811,35.81468265,기프트 버거
128.5524689,35.85360502,기프트버거 광장코아점
128.5358761,35.84901516,긴따로
128.5373617,35.81988883,긴자료코 대구상인점
128.5044772,35.85326943,긴타로 성서점
128.5262113,35.82523064,긴타로 월성점
128.5180417,35.81169055,길림만두
128.5118777,35.80868627,길목식당
128.548279,35.82768786,길선
128.548279,35.82768786,길선식당
128.5124846,35.80568678,길섶한우
128.540361,35.80962228,길손주막
128.5370649,35.83261696,길용성중화요리
128.5459254,35.8495351,길은식당
128.5322535,35.83619292,길은옻닭
128.5311313,35.8169585,길이네칼국수
128.5374771,35.83333261,길조식당
128.4883239,35.83888085,길짬뽕&야끼우동
128.5299111,35.81044964,길컴퍼니
128.5646908,35.85931293,길포차
128.5514314,35.83160326,김가네순두부
128.5500143,35.83043203,김가네왕호떡
128.5025983,35.85341911,김가푸드
128.495835,35.8563692,김갑동푸드
128.5333122,35.81644407,김경옥닭발
128.5534014,35.83445249,김대감안동찜닭
128.533789,35.81017493,김도은의아구요리집
128.4943832,35.85509861,김민성아임넙띠기돈까스
128.5496356,35.82916629,김바우삼겹살
128.5365284,35.85643233,김박사반점
128.5173718,35.81660133,김밥 정미소
128.5335507,35.84379114,김밥365
128.5262433,35.85001205,김밥과친구들
128.5488667,35.83458313,김밥나라
128.5461274,35.82344408,김밥나라나들이
128.5213139,35.85676114,김밥매니아
128.5524354,35.83144611,김밥사랑
128.5459275,35.81256969,김밥사랑
128.5539782,35.83735576,김밥이야
128.4956418,35.85904804,김밥창고
128.4859744,35.85116572,김밥천국
128.4736822,35.85026278,김밥천국
128.54425,35.84019366,김밥천국
128.5463432,35.82088202,김밥천국
128.5437495,35.82635835,김밥천국(송현점)
128.5245274,35.81182474,김밥천국진천청구점
128.526466,35.84661186,김밥킹(장기점)
128.5213714,35.85513834,김밥파는 사람들 (용산2호점)
128.5303742,35.84148864,김복남맥주
128.4933099,35.85512097,김복남맥주 성서계명대점
128.5046415,35.85376301,김복남맥주(성서이곡점)
128.5470384,35.81565537,김복희대구왕뽈찜(상인점)
128.5256396,35.81097254,김성구의성마늘치킨
128.5489143,35.83816911,김성구의성마늘치킨 성당점
128.5424074,35.83705428,김소연라이브
128.4986252,35.85581175,김씨네민속집
128.5388566,35.81880633,김씨마구로
128.5454116,35.8253367,김엄마의맛집
128.5404098,35.81444285,김정윤산수정
128.5438209,35.8151921,김종구식맛치킨·전기바베큐 옛날통닭 대구 상인점
128.5271027,35.82555275,김종구식맛치킨·전기바베큐 옛날통닭 대구 신월성점
128.5317613,35.85779087,김주연 왕족발
128.5303728,35.8391096,김천돼지국밥
128.5531833,35.83802388,김치찌개 전문점
128.5390662,35.81361298,김치찜은 못참지
128.4944517,35.85874745,김치찜은 못참지 성서점
128.5627925,35.85791383,김치찜은못참지
128.5741336,35.86100087,김태근한방요리
128.5357997,35.84218539,김호권의 청년어부 대구본리점
128.5173718,35.81660133,김호권의 청년어부 대구월배점
128.5351219,35.83515603,까메오
128.5303498,35.85807019,까미생막창
128.4938879,35.85760999,까오
128.5649608,35.85840827,까치골숯불촌
128.4863064,35.84997209,까치놀
128.5454818,35.81697307,까치둥지
128.5448341,35.81266485,까투리
128.5197077,35.80912822,까페리움
128.546993,35.81274522,깐부감성포차
128.5452543,35.81721931,깔꾸리
128.5512406,35.84624046,깔꾸리식당
128.534206,35.84218773,깔꾸리족발보쌈국수
128.5042327,35.85380418,깔끔이식당
128.5510255,35.85394808,깜식당
128.4946996,35.85603188,깟바
128.5303896,35.83480186,깡스푸드
128.5514268,35.8540961,깡우동 광장코아점
128.509006,35.8556818,깡촌돼지찌개식육식당
128.5459902,35.80781077,깡통뒷고기
128.5537947,35.83759243,깨롱이네
128.5615954,35.858398,꼬꼬놀이터
128.525611,35.85513864,꼬꼬도리 닭도리탕
128.5512817,35.84323909,꼬꼬불닭발(Mr.푸드)
128.5382443,35.81746243,꼬꼬아찌 상인점
128.5410493,35.85266166,꼬꾸맥치킨호프
128.5094053,35.85689334,꼬끼옭
128.5467214,35.81927309,꼬뜨라네 비어가든
128.5451567,35.84985138,꼬마분식
128.5225207,35.82318677,꼬모맨션본점
128.5578867,35.85668891,꼬부리24시 전주콩나물국밥
128.5368719,35.85301256,꼬불이곱창
128.4941993,35.85414567,꼬오맥
128.5490414,35.85324375,꼬쟁이
128.5496525,35.81068336,꼬지랑우리랑
128.5313455,35.85803948,꼬치가 주도
128.5295273,35.8423375,꼬치의품격
128.5490424,35.82825476,꼭지해장국
128.5512974,35.85370126,꼰주닭발
128.5172856,35.85739784,꼴통막창
128.5297011,35.81219156,꽃돼지
128.549957,35.83203682,꽃돼지 식당
128.5290211,35.79518629,꽃돼지세상
128.5267416,35.82345763,꽃돼지식당월성점
128.4932614,35.85489628,꽃뚜껑
128.5164467,35.85113639,꽈꽈분식(GUAGUA 분식)
128.5298183,35.81137902,꾸꾸삼겹
128.5401749,35.85380833,꾸보까
128.5436056,35.84977219,꾸브라꼬
128.4956914,35.85874103,꾸브라꼬 숯불두마리치킨 성서계명대점
128.5211199,35.81646383,꾸브라꼬숯불두마리치킨
128.5309381,35.83857973,꾸죠
128.5124989,35.80819183,꿀꿀이생양념구이
128.5495141,35.82804141,꿀꿀이수육국밥
128.5514895,35.8277636,꿀꿀이식당
128.5337276,35.83573255,꿀꿀이통돼지왕소금구이
128.5096413,35.80801148,꿀돼지뒷고기
128.5044823,35.85295396,꿀품은 갓돼지
128.5076455,35.85573493,꿈몽글
128.493133,35.8563127,꿈에본춘천집
128.530548,35.83440334,꿉스
128.5246595,35.82393465,꿉양
128.5365329,35.85666657,꿍이네
128.5241916,35.82376936,끝돈 신월성점
128.5387699,35.84984324,끝돈죽전점
128.4925363,35.8545989,끼리
128.5471002,35.80743602,끼리비어
128.5290911,35.84325322,나나무라
128.5230969,35.81975506,나니와
128.5524288,35.85382182,나다미식당
128.5391061,35.84776628,나도푸드
128.5470628,35.83685925,나드리김밥 앤 조선의갈비탕
128.5382395,35.8114788,나드리김밥대동시장점
128.5270466,35.81454129,나드리김밥월배점
128.55077,35.82945804,나드리김밥천국
128.5456985,35.81331158,나드리김밥천국
128.5361169,35.80811759,나드리김밥천국대곡점
128.530383,35.83964116,나들이김밥
128.5456909,35.83346153,나무집
128.5219879,35.85495931,나물밥상
128.546308,35.823631,나비
128.543483,35.84059101,나원생고기
128.5044823,35.85295396,나의길
128.5247238,35.82267221,나의아저씨
128.5350135,35.81573747,나이스맛집
128.4943832,35.85509861,나이스투미츄
128.4860129,35.85026409,나인바
128.5203675,35.82284455,나주어탕
128.548477,35.79743345,낙동강
128.548477,35.79743345,낙동생오리
128.5083267,35.85605079,낙산가든
128.5255431,35.81633567,낙원닭발식당
128.5515158,35.84616481,낙원식당
128.5376465,35.81457737,낙원장반점
128.5392467,35.83786079,낙지이야기
128.5392467,35.83786079,낙지이야기
128.5388796,35.84119977,낙칼본점
128.5557642,35.85286851,날마다복(두류점)
128.555862,35.85277712,날마다복(두류점)
128.5255431,35.81633567,날마다생고기
128.5534951,35.85570946,날으는산오징어
128.5210519,35.80710163,남강장어
128.5042327,35.85380418,남경생아귀
128.5343421,35.83776132,남경칼치식당
128.5311608,35.80235933,남경회식당
128.5515008,35.83118784,남다른 대구막창 송현역점
128.5362025,35.81657838,남다른 집밥
128.5255431,35.81633567,남다른감자탕 진천점
128.5034853,35.85174087,남다른감자탕성서점
128.5303813,35.84128128,남대구식당
128.4828748,35.84996042,남도숯불갈비
128.542233,35.84862733,남도횟집
128.5371,35.85737122,남산 코코(COCO)돈까스
128.5516874,35.83395197,남송생고기
128.553628,35.83358446,남양왕족발보쌈
128.547229,35.81521135,남해해물찜
128.5278383,35.8154414,남해해물찜
128.5092695,35.85673284,남해회집
128.5243088,35.85419093,낭만 숯불 아나고 곰장어
128.5369235,35.81208139,낭만사시미
128.4935403,35.85206318,낭만사시미
128.5451496,35.84548989,낭만상회.com
128.5377742,35.81775682,낭만짚불구이 상인점
128.5465577,35.8256644,낭만포차
128.5357997,35.84218539,낭만푸드
128.4937905,35.85536732,낭커피(NANG COFFEE)
128.5426807,35.84602626,내가 돼지라니
128.5173718,35.81660133,내가반한닭강정
128.5401255,35.84782531,내가쏘까니가쏠래
128.5097796,35.81473241,내고향숯불갈비
128.5299287,35.84307133,내고향얼음막걸리
128.5293221,35.79357839,내고향칼국수
128.5185197,35.80425894,내생의봄날 대구수목원
128.5394074,35.81581644,내향
128.544261,35.84704229,냉면당 감삼점
128.5382192,35.81386713,냉면당상인점
128.5470707,35.8104733,냉면의신
128.4988983,35.85973739,냉면의신
128.5263716,35.823201,냉삼스타
128.5372155,35.8174756,냉삼스타
128.5361994,35.81527174,냠냠숯불두마리치킨 대구상인점
128.496054,35.85800658,너 나들이 막창
128.5405825,35.85313625,너구리국밥
128.5261581,35.82418597,너나들이보드게임카페월성점
128.5326853,35.84828092,너랑나랑
128.5471549,35.8113914,너로 찜한닭
128.5164467,35.85113639,너만두나찐빵
128.5306918,35.8344015,넘버원 참치
128.5257616,35.82370438,넘버원(NO.1)
128.5486319,35.81167877,네네치킨 상인점
128.546048,35.8501463,네네치킨 성당점
128.5128479,35.85979682,네네치킨 성서점
128.4948623,35.8534976,네네치킨 신당점
128.5364055,35.80759123,네네치킨 앤 봉구스밥버거 도원점
128.5335108,35.85551566,네네치킨 용산1호점
128.5648134,35.85485065,네네치킨 이월드점
128.5337983,35.83653368,네네치킨 장기점-월성점
128.5202394,35.81670927,네네치킨신월배점
128.5285507,35.826048,네네치킨앤봉구스밥버거월성점
128.5336575,35.81598909,네모92(네모구이)
128.4932691,35.85471596,네모유부
128.4987801,35.86051386,네오피자
128.5265505,35.81174499,"네코 돈부리(ねこ どんぶり, Neko Donburi)"
128.4957494,35.85947025,네코스푼
128.5408167,35.85265564,노가리&Beer
128.5615954,35.858398,노가리타운(두류점)
128.5470012,35.81601632,노가리타운(상인점)
128.5513668,35.83908368,노가리타운(성당점)
128.5238651,35.81363546,노군꼬치(진천점)
128.4924987,35.85436507,노다웃(No Doubt)
128.54425,35.84019366,노랑족발
128.537693,35.81699187,노랑통닭
128.5291964,35.82625606,노랑통닭 대구신월성점
128.5320308,35.83612367,노랑통닭 본리점
128.5300628,35.84486293,노랑통닭 장기점
128.5244753,35.81372685,노랑통닭 진천점
128.5490401,35.85260395,노랑통닭감삼점
128.5046415,35.85376301,노랑통닭성서점
128.5345338,35.85115904,노리터
128.4924831,35.85294143,노벰버27(November 27th)
128.5472449,35.83370287,노블레스
128.5238651,35.81363546,노상치킨 대구진천점
128.5351841,35.84871762,노천(露天)
128.5255431,35.81633567,노포갈매기
128.4859631,35.84996732,노포구이
128.5514208,35.84526489,녹두빈대떡막걸리
128.5260236,35.82352082,녹양구이
128.5393125,35.81548423,녹양식당
128.5471956,35.81805043,녹연
128.5364655,35.842276,녹향구이
128.529242,35.85803023,녹향구이용산점
128.5550348,35.83308865,논공추어탕
128.5407188,35.85045808,논두렁밭두렁
128.5260512,35.81744666,놀부보쌈족발부대찌개대구월배점
128.5467285,35.81051376,놀부부대찌개
128.5236562,35.81717967,놀부부대찌개&놀부보쌈
128.5452927,35.85571613,놀부왕족발
128.5303679,35.84288551,농부네숯불닭
128.5528258,35.83273873,농우마실돼지숯불갈비
128.5737204,35.86137575,농협공판장구내식당
128.5298014,35.85833851,누구나홀딱반한닭 대구용산점
128.5238651,35.81363546,누니가짬뽕
128.5505184,35.84325795,누드꼬꼬양푼이찜닭&퓨전
128.5119745,35.85927613,누들보쌈배달만족
128.5724218,35.85223709,누룽지분식
128.504686,35.85494297,누리마을감자탕
128.5416136,35.81432829,누리마을감자탕 상인점
128.5222665,35.85853336,누리마을감자탕용산점
128.5412093,35.83690744,누리마을본동점
128.5308748,35.85831583,누아워
128.5273837,35.82578348,누앤누 월성점
128.5458089,35.84581483,눈꽃빙수시대 디저트
128.5496346,35.85357854,눈꽃을나누다
128.531765,35.8585568,눈꽃을나누다
128.529983,35.81362081,눈을 담다 상인진천점
128.5449668,35.81323088,뉴 모나코 경양식
128.4910683,35.86251128,뉴부천식당
128.4932691,35.85471596,뉴블커피
128.4942525,35.85580314,뉴살라딘
128.5648134,35.85485065,뉴욕뉴욕바이켄싱턴 83타워점
128.4928391,35.85539717,뉴욕버거 성서계대동문점
128.4947402,35.85642788,뉴욕피자성서계대점
128.5259843,35.81222078,뉴욕횟집
128.53026,35.83554246,뉴타이
128.5521826,35.83835222,느낌
128.5373998,35.84079517,늘맛난콩나물국밥 해물 순두부
128.5464363,35.8547552,늘봄
128.5627517,35.85809459,늘봄생아구찜전문
128.52169,35.80865256,늘찬 자연음식연구소
128.5295395,35.8406702,늘통큰감자탕
128.5066247,35.838058,늘푸른푸드
128.5302956,35.79416077,능이마을
128.5309818,35.80283022,니가아는식당
128.5733525,35.86068669,다가전주콩나물해장국밥
128.5585425,35.85682459,다경찜한정식
128.5550913,35.8563917,다경찜한정식
128.5648134,35.85485065,다구오
128.4889862,35.83997206,다금정
128.4925456,35.8568697,다나(DANA) 성서계명대점
128.5598927,35.85794251,다다닭
128.5376172,35.81707395,다다하다 대구 상인점
128.5299287,35.84307133,다다하다 장기점
128.5260471,35.81260748,다담김밥
128.5100866,35.81458437,다도해
128.5222705,35.81414229,다락방
128.5559795,35.8310308,다래손칼국수
128.5374234,35.81677905,다막
128.5523401,35.85551713,다미
128.483583,35.84995168,다미정
128.5358761,35.84901516,다미참치
128.5358761,35.84901516,다미참치
128.5339233,35.8493465,다방마차
128.5407914,35.83647124,다복
128.5268444,35.81380491,다복순대
128.5337438,35.81702432,다복식당
128.5247848,35.82122958,다사오르막석쇠구이 월성점
128.538393,35.84179175,다시오마
128.5447965,35.85467717,다애식당
128.5188073,35.8042553,다온
128.5452538,35.84686731,다옴초밥앤도시락
128.5490424,35.82825476,다우순갈비
128.5043356,35.85455986,다운참치
128.5467751,35.82375115,다원
128.5431896,35.84601072,다원생고기
128.5280207,35.84342003,다원참숯생막창
128.4906259,35.83887935,다이꼬지
128.5514268,35.8540961,다이닝 타몽(광장코아점)
128.5338721,35.85186138,다이버해산물
128.54632,35.85047623,다이와스시
128.5450969,35.85475442,다정
128.4901832,35.83829008,다정옛날불고기
128.4906611,35.84076234,다포유몽키스
128.5510718,35.83927673,다향솥밥
128.5273679,35.8220709,다혜멸치국수&빨간지붕
128.5293206,35.80331096,닥끌리네
128.5459642,35.81674158,닥엔돈스쪽갈비치킨상인점
128.5098359,35.85624811,닥엔돈스쪽갈비치킨이곡점
128.5451496,35.84548989,단골집
128.4937778,35.85351109,단골집
128.5287482,35.82538764,단도리
128.5233045,35.85839404,단동면옥
128.5401535,35.85213246,단양추어탕
128.5453667,35.85496722,단양추어탕
128.5540912,35.8340741,단지
128.4860129,35.85026409,단지막창
128.4932588,35.85416638,달&달치킨
128.5335283,35.84033099,달구벌식당
128.5116778,35.85006104,달구벌왕갈비막창
128.5295585,35.8577919,달구벌클라쓰
128.5241539,35.8541929,달구벌횟집
128.5404682,35.81001742,달구지
128.5479785,35.79682709,달다구니
128.5303693,35.83835268,달달자연산회
128.5382958,35.80694525,달동네민속촌
128.5525555,35.83987936,달디(DALDI)
128.4937778,35.85351109,달떡
128.536701,35.81374237,달려라호랑이상인점
128.524325,35.82438046,달롱도르 요거트 아이스크림 달서점
128.5333122,35.81644407,달리고
128.5387132,35.81481604,달리는김밥
128.5666326,35.84773489,달맞이
128.5558948,35.83405977,달맞이
128.5309394,35.83634485,달밤포차
128.5357829,35.81719653,달브로 상인점
128.5467214,35.81927309,달비갈비
128.545491,35.81459389,달비골
128.5479684,35.81625619,달비골보리밥
128.5503338,35.80873708,달비식당
128.540361,35.80962228,달비어
128.5433639,35.85614644,달빛연어육회
128.5500143,35.83043203,달빛포차
128.5060758,35.85292499,달빛포차
128.5338002,35.81535645,달빛푸드
128.5525648,35.85454999,달빛한모금 광장점
128.5387699,35.84984324,달서맥주
128.5383219,35.84097261,달서복어
128.5261619,35.85788917,달서제이피케이푸드
128.5360268,35.85854744,달서죽전점지호한방삼계탕
128.54425,35.84019366,달서푸드
128.5311088,35.85551927,달아달아밝은달아
128.5376932,35.81183725,달용반점
128.5279668,35.8250281,달인의 찜닭
128.493648,35.85603595,달인의찜닭
128.5268934,35.81231738,달인의찜닭 진천점
128.5582879,35.85626017,달인의찜닭(두류점)
128.5254496,35.85422151,달인의찜닭(용산점)
128.5256166,35.8548502,달콤블리
128.5551235,35.83536742,달콤정육
128.5498153,35.80653593,달콤한오후
128.5154421,35.80938034,달콤현주씨
128.5378772,35.84373584,달크니닭강정
128.5289585,35.84326392,닭강정공방 대구장기점
128.5524255,35.85478609,닭동가리
128.525475,35.82376209,닭동가리 월성점
128.4936306,35.85510797,닭발점빵
128.5354892,35.81171223,닭사랑&면사랑
128.5161037,35.81158885,닭올닭
128.5376494,35.8531468,닭올닭죽전점
128.5388566,35.81880633,닭요리전문점 가홍치킨
128.5333139,35.81711091,닭의도리
128.5386269,35.81607876,닭전탕
128.5409142,35.81821224,닭찬들마켓상인점
128.5453945,35.80789953,담담식당
128.5459307,35.82756489,당인가(차이나타운)
128.5332835,35.85118401,대가곱도리탕 본점
128.5314846,35.80251742,대가야 안동갈비
128.4783177,35.85371135,대가야성
128.5479132,35.8179691,대가야성
128.5346056,35.80776742,대가야찜
128.5498696,35.83437194,대가야횟집
128.4892505,35.84108623,대가티앤에프(TNF)
128.5325681,35.85829423,대가회초밥
128.5461053,35.82515656,대가횟집
128.5485055,35.85243962,대게야 새우야
128.4991539,35.8568505,대게이상무
128.5160432,35.83749796,대경
128.5382958,35.80694525,대곡
128.5287726,35.79664933,대곡꼬마김밥
128.5349993,35.80752809,대곡뒷고기
128.5123742,35.80803119,대곡막창
128.5347172,35.80724332,대곡생고기식당
128.5127801,35.80901736,대곡역식당
128.530073,35.79351476,대곡통닭
128.5347935,35.80775601,대곡한식
128.5117497,35.8077687,대곡형제식육식당
128.5520132,35.83249691,대광생막창
128.5490227,35.79705695,대구 칼국수 밀키트 삼정콩국수 옹기칼제비
128.5294252,35.8583433,대구 코카콜라 소주호프
128.5344119,35.83161454,대구10미 미성복어 월성직영점
128.5406689,35.81468284,대구국수
128.5568615,35.85690947,대구기독병원장례식장식당
128.5559033,35.84186364,대구기사식당
128.5292058,35.81520773,대구뒷고기
128.5347639,35.81024359,대구막창
128.5374017,35.83458618,대구맛집고령뒷고기
128.5368919,35.80699926,대구명품달인김밥
128.5044772,35.85326943,대구반야월막창
128.5492169,35.82413423,대구반야월막창송현점
128.564863,35.85681451,대구반점
128.531722,35.85632249,대구북구유통 팔공찜닭
