번호,소속지회,경로당명,주소
1357,수성구지회,범물공원,대구광역시 수성구 지범로 232
1358,수성구지회,범물용지,대구광역시 수성구 범안로 77
1359,수성구지회,범물용지2단지복지관,대구광역시 수성구 범안로 79
1360,수성구지회,범물1동,대구광역시 수성구 범안로 16길 46
1361,수성구지회,범물서한화성,대구광역시 수성구 지범로 40길 11
1362,수성구지회,범물동서,대구광역시 수성구 범안로 40
1363,수성구지회,우방미진하이츠,대구광역시 수성구 지범로 290
1364,수성구지회,보성송정타운,대구광역시 수성구 지범로 46길 43
1365,수성구지회,범물맨션,대구광역시 수성구 용학로 272
1366,수성구지회,범물신화맨션,대구광역시 수성구 지범로 40길 6
1367,수성구지회,범물청아맨션,대구광역시 수성구 범안로 40
1368,수성구지회,범물두성타운,대구광역시 수성구 지범로 300
1369,수성구지회,범물삼주타운,대구광역시 수성구 범안로 8길 35
1370,수성구지회,범물2동,대구광역시 수성구 지범로 48길 14-1
1371,수성구지회,범물에덴타운,대구광역시 수성구 지범로 40길 6
1372,수성구지회,범물보성맨션,대구광역시 수성구 용학로 316
1373,수성구지회,범물영남타운,대구광역시 수성구 용학로 316
1374,수성구지회,범물보성타운,대구광역시 수성구 지범로 39길 56
1375,수성구지회,범물하이츠1단지,대구광역시 수성구 용학로 336
1376,수성구지회,지산2동,대구광역시 수성구 용학로 33길 17-16
1377,수성구지회,지산현대맨션,대구광역시 수성구 지범로 22길 20
1378,수성구지회,지산에덴,대구광역시 수성구 용학로 223
1379,수성구지회,지산화성맨션,대구광역시 수성구 용학로 32길 65
1380,수성구지회,지산리더스,대구광역시 수성구 지산로 51
1381,수성구지회,지산호반송학,대구광역시 수성구 용학로 46길 40
1382,수성구지회,지산우방타운,대구광역시 수성구 지산로 32
1383,수성구지회,지산녹원맨션,대구광역시 수성구 무학로 189
1384,수성구지회,지산동서맨션,대구광역시 수성구 지산로 51
1385,수성구지회,수동,대구광역시 수성구 지범로 31안길 3-14
1386,수성구지회,지산서한이다음,대구광역시 수성구 용학로 313
1387,수성구지회,지산타운,대구광역시 수성구 용학로 303
1388,수성구지회,지산1동,대구광역시 수성구 지산로 11길 6-19
1389,수성구지회,지산보성맨션,대구광역시 수성구 지범로 21길 3
1390,수성구지회,지산대우로얄하이츠,대구광역시 수성구 용학로 36길 20
1391,수성구지회,지산무학,대구광역시 수성구 청수로38길 53-11 (지산동)
1392,수성구지회,지산협화맨션,대구광역시 수성구 지범로 22길 23
1393,수성구지회,지산한라타운,대구광역시 수성구 지범로 22길 9
1394,수성구지회,지산영남맨션,대구광역시 수성구 지산로 31
1395,수성구지회,지산시영5단지,"대구광역시 수성구 용학로 325 용학로325 (지산동, 지산5단지아파트)"
1396,수성구지회,새마을,대구광역시 수성구 무학로 31길 23
1397,수성구지회,지산동서무학맨션,대구광역시 수성구 지산로 14길 83
1398,수성구지회,지산목련,대구광역시 수성구 청호로 340
1399,수성구지회,지산청산맨션,대구광역시 수성구 지범로 21길 15
1400,수성구지회,지산청구타운,대구광역시 수성구 지산로 48
1401,수성구지회,대우트럼프월드수성,대구광역시 수성구 동대구로 59
1402,수성구지회,수성sk리더스뷰,대구광역시 수성구 동대구로 95
1403,수성구지회,두산,대구광역시 수성구 들안로 8길 68-5
1404,수성구지회,두산동제1,대구광역시 수성구 지범로 21-11
1405,수성구지회,동신실리안,"대구광역시 수성구 파동로 209 (파동, 실리안)"
1406,수성구지회,파동태왕리더스,대구광역시 수성구 파동로 105
1407,수성구지회,파동화성파크뷰,대구광역시 수성구 파동로 19
1408,수성구지회,수성못코오롱하늘채,대구광역시 수성구 파동로 222
1409,수성구지회,대자연2차,대구광역시 수성구 파동로 84
1410,수성구지회,대자연1차,대구광역시 수성구 파동로 120
1411,수성구지회,송원맨션,대구광역시 수성구 파동로 223
1412,수성구지회,파동청구하이츠,대구광역시 수성구 파동로 12길 40
1413,수성구지회,파동제2,"대구광역시 수성구 파동로18길 56 (파동, 제림가든빌라)"
1414,수성구지회,파동제1,대구광역시 수성구 파동로 38길 45-13
1415,수성구지회,덕화,대구광역시 수성구 들안로 9길 56
1416,수성구지회,상동제2,대구광역시 수성구 수성로 15길 42-6
1417,수성구지회,정화우방팔레스,대구광역시 수성구 수성로 135
1418,수성구지회,상동한들,대구광역시 수성구 수성로 32길 99
1419,수성구지회,상동청구타운,대구광역시 수성구 수성로 19-41
1420,수성구지회,서울중동,대구광역시 수성구 신천동로 216
1421,수성구지회,수성동일하이빌,대구광역시 수성구 수성로 71
1422,수성구지회,상동공원,대구광역시 수성구 수성구 들안로13길 118
1423,수성구지회,중동광명,대구광역시 수성구 수성로 165
1424,수성구지회,중부리,대구광역시 수성구 수성구 희망로 114-1
1425,수성구지회,중동상록수,대구광역시 수성구 들안로 29길 26-18
1426,수성구지회,중동제1,대구광역시 수성구 수성로 39안길 5
1427,수성구지회,캐슬골드파크5단지,"대구광역시 수성구 청수로 214 (황금동, 캐슬골드파크5단지)"
1428,수성구지회,황금2동제2,대구광역시 수성구 들안로 40안길 7-20
1429,수성구지회,황금2동제1,대구광역시 수성구 희망로 36길 32
1430,수성구지회,황금미진,대구광역시 수성구 청솔로 12길 40
1431,수성구지회,황금종합복지관,대구광역시 수성구 청수로 45길 41
1432,수성구지회,캐슬골드파크4단지,대구광역시 수성구 청수로 261
1433,수성구지회,캐슬골드파크3단지,대구광역시 수성구 청수로 257
1434,수성구지회,캐슬골드파크1단지,대구광역시 수성구 청수로 213
1435,수성구지회,우방신천지타운,대구광역시 수성구 청호로46길 16
1436,수성구지회,수성태영데시앙,대구광역시 수성구 들안로 360
1437,수성구지회,미수,대구광역시 수성구 들안로81길 29
1438,수성구지회,유성푸르나임,대구광역시 수성구 수성로 75길 16
1439,수성구지회,수성대백인터빌,대구광역시 수성구 수성로 69길 14
1440,수성구지회,참마음,대구광역시 수성구 수성로 60길 45-1
1441,수성구지회,한마음,대구광역시 수성구 들안로 52길 35-1
1442,수성구지회,범어삼환나우빌,대구광역시 수성구 범어천로 197
1443,수성구지회,수성영남타워,대구광역시 수성구 달구벌대로 456길 43
1444,수성구지회,수성우방팔레스,대구광역시 수성구 수성로 400
1445,수성구지회,수성화성쌍용타운,대구광역시 수성구 수성로 41
1446,수성구지회,신천,대구광역시 수성구 신천동로 88길 1-15
1447,수성구지회,수성1가그린타운,대구광역시 수성구 달구벌대로 458길17
1448,수성구지회,삼우1차수성타운,대구광역시 수성구 달구벌대로 456-9
1449,수성구지회,수성서한이다음,대구광역시 수성구 수성로 69길 15
1450,수성구지회,수성우방사랑마을,대구광역시 수성구 달구벌대로2317
1451,수성구지회,열린,대구광역시 수성구 명덕로405-4
1452,수성구지회,태왕하이츠리버뷰,대구광역시 수성구 달구벌대로 454길 9
1453,수성구지회,우방오성타운,대구광역시 수성구 신천동로 380
1454,수성구지회,수성4가,대구광역시 수성구 범어천로 151
1455,수성구지회,한가람타운,대구광역시 수성구 수성구명덕로 368
1456,수성구지회,신세계타운,대구광역시 수성구 신천동로 320
1457,수성구지회,수성4가롯데캐슬,대구광역시 수성구 달구벌대로 2315
1458,수성구지회,수성코오롱하늘채,대구광역시 수성구 들안로 300
1459,수성구지회,수성3가롯데캐슬,대구광역시 수성구 명덕로 455
1460,수성구지회,수성룸바드,대구광역시 수성구 들안로 325
1461,수성구지회,수성1가제1,대구광역시 수성구 수성로 53길 50-4
1462,수성구지회,수성동양엘레브,대구광역시 수성구 명덕로 73길 40
1463,수성구지회,수성보성타운,대구광역시 수성구 수성로 412
1464,수성구지회,만촌지장,대구광역시 수성구 무열로 65-1
1465,수성구지회,만촌2동,대구광역시 수성구 동원로 6길 50-13
1466,수성구지회,만촌태왕리더스,대구광역시 수성구 무열로 47
1467,수성구지회,만촌우방하이츠,대구광역시 수성구 화랑로 26
1468,수성구지회,만촌3우방1차타운,대구광역시 수성구 교학로 11길 46
1469,수성구지회,만촌화성파크스위트,대구광역시 수성구 화랑로 34길 141
1470,수성구지회,만촌보성타운,대구광역시 수성구 수성구 공경로 70-0
1471,수성구지회,만촌1동제1,대구광역시 수성구 만촌로 24길 37-20
1472,수성구지회,메트로팔레스3단지,대구광역시 수성구 동원로 110
1473,수성구지회,메트로팔레스1단지,대구광역시 수성구 동원로 135
1474,수성구지회,메트로팔레스2단지,대구광역시 수성구 동원로 123
1475,수성구지회,럭키골든맨션,대구광역시 수성구 효행로 24길
1476,수성구지회,샘골,대구광역시 수성구 공경로 2길21
1477,수성구지회,메트로팔레스5단지,대구광역시 수성구 동원로 100
1478,수성구지회,느지,대구광역시 수성구 화랑로 40길 46
1479,수성구지회,만촌3동제1,대구광역시 수성구 달구벌대로 526길 6
1480,수성구지회,수성2차e편한세상,대구광역시 수성구 달구벌대로 522길33
1481,수성구지회,두리봉,대구광역시 수성구 달구벌대로 530길 92
1482,수성구지회,각계,대구광역시 수성구 달구벌대로 530길 146
1483,수성구지회,만촌산장맨션,대구광역시 수성구 교학로 111
1484,수성구지회,만촌우방팔레스,대구광역시 수성구 청수로 551
1485,수성구지회,범어1동제1,대구광역시 수성구 동대구로 54길 7
1486,수성구지회,범어2동제2,대구광역시 수성구 동대구로 80길 73-3
1487,수성구지회,범어롯데캐슬,대구광역시 수성구 동대구로 300
1488,수성구지회,범어궁전맨션,대구광역시 수성구 동대구로 274
1489,수성구지회,래미안수성,대구광역시 수성구 상록로 69
1490,수성구지회,청구성조,대구광역시 수성구 국채보상로 846
1491,수성구지회,범어역우방유쉘,대구광역시 수성구 동대구로 345
1492,수성구지회,범어장원맨션,대구광역시 수성구 청호로 370
1493,수성구지회,범어서한두레맨션,대구광역시 수성구 달구벌대로 496길 72
1494,수성구지회,범어청구하이츠,대구광역시 수성구 청호로84안길 2
1495,수성구지회,범어유신,대구광역시 수성구 청호로 88안길 29-3
1496,수성구지회,범어쌍용예가,대구광역시 수성구 명덕로 477
1497,수성구지회,범어유림노르웨이숲,대구광역시 수성구 동대구로 50길 37
1498,수성구지회,범어2동제1,대구광역시 수성구 동원로 11길 14
1499,수성구지회,범어3동제1,대구광역시 수성구 들안로 78길 46
1500,수성구지회,두산위비더제니스,대구광역시 수성구 달구벌대로 2435
1501,수성구지회,범어아진맨션,대구광역시 수성구 동대구로 38-80
1502,수성구지회,범어태왕아너스,대구광역시 수성구 상록로 41
1503,수성구지회,범어월드메르디앙,대구광역시 수성구 범어천로 200
1504,수성구지회,태왕유성하이빌,대구광역시 수성구 동대구로 250
1505,수성구지회,범어청구푸른마을,대구광역시 수성구 동대구로 240
1506,수성구지회,범어화성파크드림,대구광역시 수성구 범어천로 180
1507,수성구지회,범어4동제1,대구광역시 수성구 청호로 85길 46
1508,수성구지회,범어가든3차,대구광역시 수성구 청호로 365
1509,수성구지회,범어sk뷰,대구광역시 수성구 범어로 73
1510,수성구지회,범어1동제2,대구광역시 수성구 청솔로 16길 13-3
1511,중구지회,이편한세상,"대구광역시 중구 달구벌대로 1943 (대신동, e편한세상 대신)"
1512,중구지회,남산역 화성파크드림,"대구광역시 중구 남산로7길 7 (남산동, 남산역 화성파크드림)"
1513,중구지회,대구역센트럴자이,"대구광역시 중구 서성로 99 (수창동, 대구역센트럴자이)"
1514,중구지회,대봉태왕아너스,"대구광역시 중구 동덕로 55 (대봉동, 대봉태왕아너스)"
1515,중구지회,대신자이,"대구광역시 중구 달구벌대로 1955 (대신동, 대신센트럴자이)"
1516,중구지회,효성해링턴플레이스,대구광역시 중구 중앙대로 66길20(남산동)
1517,중구지회,화성파크드림,대구광역시 중구 명덕로 55길25(대봉동)
1518,중구지회,건들바위,대구광역시 중구 명륜로26안길 19(대봉동)
1519,중구지회,대봉2동,대구광역시 중구 대봉로43안길 30-169(대봉동)
1520,중구지회,센트로팰리스,대구광역시 중구 대봉로260
1521,중구지회,대봉1동,대구광역시 중구 달구벌대로 440길27(대봉1동)
1522,중구지회,청운,"대구광역시 중구 동덕로339대봉동,청운아파트내)"
1523,중구지회,남산휴먼시아2단지,대구광역시 중구 달구벌대로 1960(남산동)
1524,중구지회,남산휴먼시아1단지,대구광역시 중구 달구벌대로 1970(남산동)
1525,중구지회,남산그린타운,대구광역시 중구 달구벌대로1950(남산동)
1526,중구지회,보성황실,대구광역시 중구 남산로13길17(남산동)
1527,중구지회,까치아파트,대구광역시 중구 남산로7길 80(남산동)
1528,중구지회,남산복지관,대구광역시 중구 남산로7길80(남산동)
1529,중구지회,남산4동,대구광역시 중구 남산로3안길 11(남산동)
1530,중구지회,극동스타클래스남산,"대구광역시 중구 남산로30,104-1101(남산동)"
1531,중구지회,보성송림,대구광역시 중구 남산로4길 91(남산동)
1532,중구지회,남산3동,대구광역시 중구 남산로6안길 27-57(남산동)
1533,중구지회,반월당삼정그린코아,"대구광역시 중구 중앙대로67길 10 (남산동, 반월당삼정그린코아아파트)"
1534,중구지회,대남,대구광역시 중구 명륜로6길5(남산동)
1535,중구지회,남산2동,대구광역시 중구 달구벌대로 2016-11(남산동)
1536,중구지회,남문,대구광역시 중구 2.28길 10-16(남산동)
1537,중구지회,남산1동,대구광역시 중구 중앙대로 62길 30-3(남산동)
1538,중구지회,태왕아너스,대구광역시 중구 달구벌대로 1975(대신동)
1539,중구지회,일신,대구광역시 중구 국채보상로 93길 31-1(대신동)
1540,중구지회,대신서문,대구광역시 중구 큰장로24안길 31-6(대신동)
1541,중구지회,서성동,대구광역시 중구 서성로15길 27-1
1542,중구지회,달성동,대구광역시 중구 달성로21길44-13(달성동)
1543,중구지회,신성미소시티,대구광역시 중구 달구벌대로2051(계산동2가)
1544,중구지회,동산동,대구광역시 중구 달구벌대로 401길 20-17
1545,중구지회,북성동,대구광역시 중구 서성로 14길 51-18(북내동)
1546,중구지회,남성동,대구광역시 중구 약령길 33-10(계산동2가)
1547,중구지회,봉산뜨란채,대구광역시 중구 봉산문화길 69(봉산동)
1548,중구지회,77태평,"대구광역시 중구 태평로205, 77태평아파트"
1549,중구지회,동성동,대구광역시 중구 교동길 79-6(교동)
1550,중구지회,라이프태평아파트,대구광역시 중구 태평로177(태평로1가)
1551,중구지회,봉산동,대구광역시 중구 봉산문화길 1-4(봉산동)
1552,중구지회,삼덕청아람,대구광역시 중구 달구벌대로 447길77
1553,중구지회,삼덕1.2가,대구광역시 중구 공평로4길25(삼덕동2가)
1554,중구지회,삼덕3가,대구광역시 중구 달구벌대로 443길 44-40(삼덕동3가)
1555,중구지회,동인삼정그린,대구광역시 중구 동덕로30길 53
1556,중구지회,동인3가,대구광역시 중구 동덕로 38길85(동인동3가)
1557,중구지회,동인시티,"대구광역시 중구 국채보상로 131길55(동인동1가,동인시티타운)"
1558,중구지회,동인4가,대구광역시 중구 국채보상로 142길 33-41(동인동4가)
1559,중구지회,동인1.2가,대구광역시 중구 국채보상로679-13
