연번,업소명,업태,업소주소
20143,월간밀,기타,대구광역시 수성구 동원로2길 16(1층 만촌동)
20144,월드피아식당,한식,대구광역시 수성구 유니버시아드로 316(2층 욱수동)
20145,웨딩아리아나,뷔페식,대구광역시 수성구 동대구로 27(A동 지하1층 두산동)
20146,웨딩오월의신부,뷔페식,대구광역시 수성구 동대구로 157(황금동)
20147,웨이비커피,기타,대구광역시 수성구 화랑로 74(동영빌딩 2층 만촌동)
20148,웰빙보리밥식당,한식,대구광역시 수성구 달구벌대로 2540-2(1층 범어동)
20149,웰컴투막삼골,호프/통닭,대구광역시 수성구 달구벌대로625길 1-1(시지동)
20150,웰킹도시락n반찬,한식,"대구광역시 수성구 수성로 393(상가동 1층 140호 수성동4가, 수성하이츠)"
20151,위나가오리오징어무침회본점,한식,대구광역시 수성구 무학로23길 59(1층 두산동)
20152,위너스언더락,기타,대구광역시 수성구 지범로46길 5(1층 범물동)
20153,위대한스시,일식,대구광역시 수성구 달구벌대로 2516(1층 범어동)
20154,위드,한식,"대구광역시 수성구 들안로48길 5(수성동3가,1층)"
20155,위드모데스티,기타,대구광역시 수성구 동대구로14길 41(1층 지산동)
20156,위라이크케이크,기타,대구광역시 수성구 천을로 167-1(1층 매호동)
20157,위풍당닭,호프/통닭,대구광역시 수성구 들안로73길 15(수성동4가)
20158,윈디시티,경양식,대구광역시 수성구 범어천로 134(범어동)
20159,윈아이드잭,기타,대구광역시 수성구 신매로19길 74(3층 신매동)
20160,윗푸드,한식,대구광역시 수성구 달구벌대로627길 14-21(1층 매호동)
20161,유(有),기타,대구광역시 수성구 달구벌대로492길 47(1층 범어동)
20162,유가명가즉석찰순대왕족발,식육(숯불구이),대구광역시 수성구 달구벌대로 3090(1층 시지동)
20163,유로코피자,기타,대구광역시 수성구 동원로6길 39(1층 만촌동)
20164,유림손칼국수마늘보쌈,기타,대구광역시 수성구 동대구로52길 17(1층 범어동)
20165,유메,회집,대구광역시 수성구 들안로 174(황금동)
20166,유명한찜닭(마늘치킨),한식,"대구광역시 수성구 만촌로 5(1층 104,105호 만촌동, 수성엘리트타운)"
20167,유셰프신낙지,한식,대구광역시 수성구 상화로 21-2(상동)
20168,유온달포장,일식,대구광역시 수성구 만촌로 100(1층 만촌동)
20169,유온달포장,식육(숯불구이),대구광역시 수성구 들안로 349(수성동4가)
20170,유정리,한식,대구광역시 수성구 수성로 306(1층 수성동2가)
20171,유지,일식,대구광역시 수성구 달구벌대로458길 28(1층 수성동1가)
20172,유쾌한경자씨,기타,"대구광역시 수성구 고산로 123(1-13동 1층 6호 매호동, 하나타운)"
20173,유한회사아웃백스테이크하우스코리아황금점,경양식,"대구광역시 수성구 동대구로 219(황금동,3,4)"
20174,유한회사챔프당구카페,기타,대구광역시 수성구 지범로 174(3층 지산동)
20175,육공,한식,대구광역시 수성구 들안로 413(범어동)
20176,육당백,호프/통닭,대구광역시 수성구 들안로78길 9(1층 범어동)
20177,육대가,식육(숯불구이),대구광역시 수성구 들안로 70(두산동)
20178,육도고기대구지산점,식육(숯불구이),대구광역시 수성구 지범로31길 14(1층 지산동)
20179,육박사,식육(숯불구이),대구광역시 수성구 들안로 376-9(수성동4가)
20180,육식도,식육(숯불구이),대구광역시 수성구 들안로 86(1층 두산동)
20181,육일만두,분식,대구광역시 수성구 달구벌대로492길 50(범어동)
20182,육즙연구소(상동점),한식,대구광역시 수성구 수성로12길 38(1층 상동)
20183,육회나무,한식,대구광역시 수성구 지범로23길 35(지산동)
20184,육회애(愛)생고기,기타,대구광역시 수성구 신매로4길 4-8(1층 신매동)
20185,육회한생고기,경양식,대구광역시 수성구 달구벌대로637길 12-2(매호동)
20186,윤경이네,한식,"대구광역시 수성구 파동로 120(파동,대자연아파트 상가 16호)"
20187,윤봉근생(生)돼지고기전문점,탕류(보신용),대구광역시 수성구 수성로 356(수성동2가)
20188,윤송반점,식육(숯불구이),대구광역시 수성구 상화로 105(1층 두산동)
20189,윤씨상회,기타,대구광역시 수성구 신매로 90(1층 신매동)
20190,윤영(YOONYOUNG),기타,대구광역시 수성구 만촌로 158(2층 만촌동)
20191,윤영(YOONYOUNG),기타,대구광역시 수성구 만촌로 158(1층 만촌동)
20192,윤옥연할매떡볶이,호프/통닭,대구광역시 수성구 고산로 121-7(매호동)
20193,윤옥연할매떡볶이(본점),분식,대구광역시 수성구 들안로77길 11(수성동4가)
20194,윤옥연할매떡볶이두산점,분식,대구광역시 수성구 상화로 117-2(1층 두산동)
20195,윤초밥,호프/통닭,대구광역시 수성구 용학로30길 8(1층 지산동)
20196,윤포차,기타,"대구광역시 수성구 파동로 120(14동 1층 22호 파동, 대자연1차아파트)"
20197,윤희네맛집,한식,대구광역시 수성구 파동로48길 17(파동)
20198,으뜸고기,정종/대포집/소주방,대구광역시 수성구 수성로38길 49(1층 중동)
20199,은실이신아나고명가,기타,"대구광역시 수성구 청수로 120(두산동,2층)"
20200,은애숲휴게소,한식,대구광역시 수성구 시지로 24(골드빌딩 105호 시지동)
20201,은정감자탕수성점,한식,대구광역시 수성구 범어천로 52(범어동)
20202,은희네식당,한식,대구광역시 수성구 청수로 27-46(1층 중동)
20203,을지로골뱅이,일식,대구광역시 수성구 동대구로73길 5(나동 101호 범어동)
20204,을지로골뱅이(대구본점),한식,대구광역시 수성구 달구벌대로480길 14(범어동)
20205,을지로진미통닭,정종/대포집/소주방,대구광역시 수성구 들안로73길 39(수성동4가)
20206,읍내반점,한식,대구광역시 수성구 청수로 5(중동)
20207,읍천리382범어점,기타,"대구광역시 수성구 달구벌대로501길 11(바동 1층 5호 범어동, 삼정, 삼성연립주택)"
20208,읍천리시지점,기타,대구광역시 수성구 시지로14길 17(1층 시지동)
20209,응그래도술,호프/통닭,"대구광역시 수성구 동대구로29길 39(황금동,1층)"
20210,응급실국물떡볶이 대구범어점,분식,"대구광역시 수성구 동대구로 274(상가8동 105호 범어동, 궁전맨션)"
20211,응급실국물떡볶이(대구지산점),호프/통닭,대구광역시 수성구 지산로 65(지산동)
20212,의령소바,기타,대구광역시 수성구 수성로 124(상동)
20213,의리짬뽕시지점,,대구광역시 수성구 달구벌대로641길 20(1층 매호동)
20214,의성막창,식육(숯불구이),대구광역시 수성구 범어로20길 78(1층 범어동)
20215,의성식당,한식,"대구광역시 수성구 파동로 120(파동,대자연1차A 상가18호)"
20216,이가네식당,한식,"대구광역시 수성구 파동로 120(13동 8호 파동,대자연아파트 상가1층)"
20217,이가네안동생갈비,한식,대구광역시 수성구 달구벌대로 2341-2(수성동4가)
20218,이가네양꼬치양갈비,식육(숯불구이),대구광역시 수성구 달구벌대로496길 7(범어동)
20219,이가돈돈까스,경양식,"대구광역시 수성구 들안로 61(상동,2층)"
20220,이가똥집,호프/통닭,대구광역시 수성구 알파시티2로 69(1층 노변동)
20221,이게주식회사,한식,대구광역시 수성구 달구벌대로480길 9(범어네거리 클래시아 1층 115호 범어동)
20222,이경채자인암소식육식당,한식,대구광역시 수성구 들안로 74(두산동)
20223,이곳에오면,정종/대포집/소주방,대구광역시 수성구 수성로57길 9(수성동1가)
20224,이군달구포차,기타,대구광역시 수성구 동대구로25길 41(황금동)
20225,이끼,경양식,대구광역시 수성구 달구벌대로526길 35(1층 만촌동)
20226,이내푸드,한식,대구광역시 수성구 들안로2길 52-4(1층 두산동)
20227,이노사케 2,일식,대구광역시 수성구 수성로 367(수성동1가)
20228,이다김밥,한식,대구광역시 수성구 수성로 365(수성동1가)
20229,이디야커피대구지산점,기타,대구광역시 수성구 지범로31길 8(지산동)
20230,이모꼬치,기타,대구광역시 수성구 청수로 27-3(1층 중동)
20231,이모네보리밥,한식,대구광역시 수성구 지범로46길 16-10(1층 범물동)
20232,이모네식당,한식,"대구광역시 수성구 달구벌대로641길 27(나동 107,108호 매호동)"
20233,이모분식,분식,대구광역시 수성구 신매로16길 14(신매동)
20234,이모콩나물밥,한식,대구광역시 수성구 달구벌대로650길 16(1층 신매동)
20235,이모토스트,한식,대구광역시 수성구 들안로 401-1(범어동)
20236,이목장,한식,대구광역시 수성구 들안로 239(1층 수성동2가)
20237,이바네돈까스,경양식,대구광역시 수성구 충의로 22(만촌동)
20238,이박사반점,중국식,대구광역시 수성구 수성로72길 10(수성동2가)
20239,이백장돈가스,호프/통닭,대구광역시 수성구 달구벌대로627길 13-9(1층 매호동)
20240,이봉화추어탕,한식,대구광역시 수성구 들안로42길 5(황금동)
20241,이불덮밥범어점,한식,대구광역시 수성구 달구벌대로 2529(범어에스타워 1층 범어동)
20242,이비가짬뽕,중국식,대구광역시 수성구 무학로 183(2층 지산동)
20243,이비가짬뽕범어점,경양식,대구광역시 수성구 국채보상로 947(만촌동)
20244,이삼푸드,한식,"대구광역시 수성구 달구벌대로 3310(302동 1층 104호 신매동, 한라하우젠트)"
20245,이상헌의별난생고기,기타,대구광역시 수성구 상화로 46(1층 상동)
20246,이색보쌈&반고개무침회,한식,대구광역시 수성구 고산로4안길 9(신매동)
20247,이서뒷고기,한식,대구광역시 수성구 청수로 116(1층 두산동)
20248,이설,기타,대구광역시 수성구 국채보상로 938-1(1층 범어동)
20249,이소떡알파시티점,기타,대구광역시 수성구 시지로 28(1층 101호 시지동)
20250,이시키닭발수성점,한식,대구광역시 수성구 동대구로12안길 27(지산동)
20251,이심김밥,분식,대구광역시 수성구 달구벌대로480길 9(범어네거리 클래시아 1층 112호 범어동)
20252,이십오센치 시지점,호프/통닭,대구광역시 수성구 신매로19길 38(신매동)
20253,이아철판볶음,기타,대구광역시 수성구 용학로 161(지산동)
20254,이안푸드,한식,"대구광역시 수성구 천을로31길 8(110동 1층 102호 매호동, 서한2차아파트)"
20255,이어도조개전골구이,식육(숯불구이),대구광역시 수성구 신매로19길 23(신매동)
20256,이에이푸드(E.AFOOD),한식,대구광역시 수성구 청수로20길 33(1층 두산동)
20257,이왕빈대떡,한식,대구광역시 수성구 범어천로 26(황금동)
20258,이웃집소녀떡볶이,분식,대구광역시 수성구 수성로 393(수성동4가)
20259,이웃집소녀떡볶이두산점,분식,대구광역시 수성구 상화로 136(1층 두산동)
20260,이유있는감자탕황금점,탕류(보신용),"대구광역시 수성구 청수로 118(두산동,외 2필지)"
20261,이을감자탕수성점,회집,대구광역시 수성구 명덕로 450(1층 수성동3가)
20262,이자카야라온,일식,대구광역시 수성구 들안로77길 3(수성동4가)
20263,이자카야제이비(izakaya JB),정종/대포집/소주방,대구광역시 수성구 무학로23길 46(두산동)
20264,이조돼지국밥,식육(숯불구이),대구광역시 수성구 달구벌대로508길 6(1층 범어동)
20265,이조명가,식육(숯불구이),대구광역시 수성구 범어천로 72(범어동)
20266,이진태왕소금구이,식육(숯불구이),대구광역시 수성구 들안로 377(1층 수성동4가)
20267,이찌노,일식,대구광역시 수성구 수성로32길 87(1층 상동)
20268,이찌로돈가스,일식,"대구광역시 수성구 수성로 393(주차장 및 상가동 131호 수성동4가, 수성하이츠)"
20269,이차돌(대구들안길점),식육(숯불구이),대구광역시 수성구 들안로 31(상동)
20270,이천짜장면삼천탕수육,중국식,대구광역시 수성구 용학로 224(1층 지산동)
20271,이치부타이,일식,대구광역시 수성구 달구벌대로469길 8-5(1층 수성동4가)
20272,이케이커피서비스컴퍼니,기타,대구광역시 수성구 범어로 170(1층 범어동)
20273,이태리양조장대구범어점,기타,"대구광역시 수성구 상록로 15(판매시설동 1층 148,149호 범어동, 범어센트럴푸르지오)"
